Incident Number,Neighborhood,Occur Month,Occur Year,Occurence Date,Person Injury,Precinct,Open Data Latitude,Open Data Longitude,X,Y
19-0082,Hazelwood,3,2019,3/17/2019,False,East,45.505547729,-122.518983821,"7,684,534","676,877"
20-0199,Mill Park,5,2020,5/20/2020,False,East,45.505613930,-122.530016410,"7,681,707","676,972"
20-0198,Mill Park,5,2020,5/18/2020,False,East,45.505689952,-122.546605543,"7,677,456","677,107"
19-0267,Montavilla,8,2019,8/22/2019,False,East,45.506779252,-122.574285642,"7,670,372","677,685"
20-0246,Centennial,6,2020,6/18/2020,False,East,45.506899461,-122.500369485,"7,689,317","677,251"
21-0076,Hosford-Abernethy,1,2021,1/25/2021,True,Central,45.506903519,-122.636662605,"7,654,387","678,147"
20-0475,Mill Park,8,2020,8/19/2020,False,East,45.507271097,-122.537606253,"7,679,777","677,625"
21-0161,Sylvan-Highlands,2,2021,2/25/2021,False,Central,45.508079191,-122.718510624,"7,633,423","679,141"
20-0735,Hosford-Abernethy,11,2020,11/2/2020,False,Central,45.508195093,-122.647293609,"7,651,675","678,690"
19-0046,Mill Park,2,2019,2/15/2019,False,East,45.508306849,-122.546785687,"7,677,434","678,062"
20-0139,Centennial,4,2020,4/10/2020,False,East,45.508817720,-122.506945486,"7,687,649","677,992"
20-0124,Hazelwood,4,2020,4/2/2020,False,East,45.508853349,-122.519315942,"7,684,479","678,084"
20-0093,Centennial,2,2020,2/27/2020,False,East,45.508904795,-122.507143661,"7,687,599","678,025"
20-0129,Centennial,4,2020,4/6/2020,False,East,45.509102528,-122.507603277,"7,687,483","678,100"
19-0117,Downtown,4,2019,4/26/2019,False,Central,45.509291533,-122.682146362,"7,642,754","679,329"
20-0648,Centennial,10,2020,10/11/2020,False,East,45.509529199,-122.496501596,"7,690,332","678,185"
20-0430,Mt Tabor,8,2020,8/14/2020,False,East,45.509670348,-122.608979516,"7,661,508","678,969"
20-0098,Centennial,2,2020,2/28/2020,False,East,45.509883839,-122.508579086,"7,687,240","678,391"
20-0570,Hazelwood,9,2020,9/16/2020,False,East,45.509965576,-122.524865171,"7,683,067","678,525"
20-0485,Hazelwood,8,2020,8/29/2020,False,East,45.510194384,-122.524803092,"7,683,085","678,608"
20-0348,Hazelwood,7,2020,7/26/2020,True,East,45.510217619,-122.528151892,"7,682,227","678,638"
21-0224,Centennial,3,2021,3/2/2021,False,East,45.510447839,-122.494473611,"7,690,860","678,507"
20-0617,Montavilla,9,2020,9/30/2020,False,East,45.510750028,-122.572112791,"7,670,966","679,118"
20-0793,Montavilla,11,2020,11/20/2020,False,East,45.510761535,-122.573603836,"7,670,584","679,132"
20-0646,Montavilla,10,2020,10/10/2020,True,East,45.510819251,-122.585269532,"7,667,595","679,230"
20-0715,Montavilla,10,2020,10/30/2020,False,East,45.510867286,-122.579289257,"7,669,128","679,208"
19-0215,Hazelwood,7,2019,7/14/2019,False,East,45.511434822,-122.559510270,"7,674,202","679,285"
19-0224,Hazelwood,7,2019,7/22/2019,False,East,45.511434822,-122.559510270,"7,674,202","679,285"
20-0548,Hazelwood,9,2020,9/11/2020,True,East,45.511434822,-122.559510270,"7,674,202","679,285"
20-0032,Mill Park,1,2020,1/16/2020,False,East,45.511520996,-122.547475148,"7,677,287","679,238"
20-0040,Mill Park,1,2020,1/23/2020,False,East,45.511668503,-122.530041628,"7,681,756","679,179"
20-0150,Centennial,4,2020,4/16/2020,False,East,45.511698705,-122.498115305,"7,689,938","678,986"
20-0651,Centennial,10,2020,10/4/2020,False,East,45.512214425,-122.485935297,"7,693,064","679,097"
20-0214,Buckman West,5,2020,5/30/2020,True,Central,45.512288841,-122.665844173,"7,646,961","680,309"
21-0030,Downtown,1,2021,1/10/2021,True,Central,45.512474374,-122.675337984,"7,644,530","680,442"
20-0277,Mt Tabor,6,2020,6/25/2020,False,East,45.512967636,-122.587225440,"7,667,114","680,026"
19-0405,Centennial,12,2019,12/15/2019,False,East,45.513656099,-122.491405945,"7,691,675","679,657"
20-0654,Centennial,10,2020,10/7/2020,False,East,45.513723417,-122.497800219,"7,690,037","679,722"
20-0445,Mill Park,8,2020,8/20/2020,True,East,45.513769837,-122.530054308,"7,681,772","679,945"
20-0505,Montavilla,8,2020,8/7/2020,False,East,45.513797623,-122.566963608,"7,672,314","680,195"
21-0176,Hazelwood,2,2021,2/28/2021,False,East,45.513863339,-122.521015989,"7,684,089","679,921"
21-0081,Mill Park,1,2021,1/27/2021,False,East,45.513997477,-122.537652483,"7,679,827","680,077"
20-0492,Hazelwood,8,2020,8/30/2020,True,East,45.514027798,-122.557196549,"7,674,819","680,215"
20-0775,Hazelwood,11,2020,11/21/2020,True,East,45.514027798,-122.557196549,"7,674,819","680,215"
19-0321,Montavilla,10,2019,10/4/2019,False,East,45.514088048,-122.575052116,"7,670,244","680,354"
19-0417,Hazelwood,12,2019,12/23/2019,False,East,45.514240279,-122.518301673,"7,684,788","680,041"
20-0283,Sunnyside,6,2020,6/19/2020,False,East,45.514253176,-122.620849263,"7,658,510","680,719"
19-0279,Montavilla,8,2019,8/30/2019,False,East,45.514332254,-122.566526487,"7,672,431","680,387"
20-0284,Mill Park,7,2020,7/3/2020,False,East,45.514430959,-122.530058430,"7,681,777","680,186"
20-0293,Mill Park,7,2020,7/5/2020,False,East,45.514430959,-122.530058430,"7,681,777","680,186"
20-0663,Downtown,10,2020,10/11/2020,False,Central,45.514585057,-122.683251271,"7,642,523","681,266"
20-0846,Downtown,12,2020,12/4/2020,False,Central,45.514585057,-122.683251271,"7,642,523","681,266"
21-0265,Centennial,3,2021,3/28/2021,False,East,45.514665837,-122.510773544,"7,686,721","680,148"
19-0320,Mill Park,10,2019,10/2/2019,True,East,45.514695809,-122.537724369,"7,679,815","680,332"
21-0047,Buckman East,1,2021,1/13/2021,False,Central,45.514705708,-122.653600425,"7,650,122","681,106"
20-0296,Downtown,7,2020,7/6/2020,False,Central,45.514805161,-122.679751319,"7,643,422","681,322"
20-0763,Mill Park,11,2020,11/7/2020,False,East,45.514825184,-122.553724968,"7,675,716","680,483"
20-0455,Hazelwood,8,2020,8/24/2020,False,East,45.514960936,-122.522253083,"7,683,782","680,329"
20-0756,Downtown,11,2020,11/1/2020,False,Central,45.515075320,-122.675051265,"7,644,629","681,388"
21-0098,Centennial,1,2021,1/31/2021,False,East,45.515098518,-122.494449637,"7,690,908","680,202"
20-0419,Buckman West,8,2020,8/13/2020,False,Central,45.515115381,-122.657210222,"7,649,201","681,280"
20-0090,Hazelwood,2,2020,2/23/2020,False,East,45.515117060,-122.524760080,"7,683,141","680,402"
19-0171,Downtown,6,2019,6/4/2019,False,Central,45.515158323,-122.688163275,"7,641,270","681,509"
19-0387,Hazelwood,12,2019,12/1/2019,False,East,45.515228893,-122.554929813,"7,675,411","680,638"
20-0628,Centennial,9,2020,9/25/2020,False,East,45.515321385,-122.484748365,"7,693,396","680,222"
20-0015,Montavilla,1,2020,1/6/2020,False,East,45.515469677,-122.577088968,"7,669,735","680,871"
20-0308,Downtown,7,2020,7/9/2020,False,Central,45.515591773,-122.677190171,"7,644,086","681,591"
19-0160,Goose Hollow,5,2019,5/25/2019,False,Central,45.515681744,-122.694525248,"7,639,645","681,744"
21-0033,Buckman West,1,2021,1/12/2021,False,Central,45.515809131,-122.663796875,"7,647,520","681,578"
19-0296,Buckman East,9,2019,9/10/2019,True,Central,45.515817084,-122.653150846,"7,650,248","681,508"
20-0409,Downtown,8,2020,8/9/2020,False,Central,45.515861682,-122.678004464,"7,643,880","681,695"
21-0024,Downtown,1,2021,1/8/2021,False,Central,45.515904598,-122.676753361,"7,644,201","681,702"
19-0295,Centennial,9,2019,9/9/2019,False,East,45.515923518,-122.505842474,"7,687,996","680,575"
21-0227,Downtown,3,2021,3/15/2021,False,Central,45.515985904,-122.687207792,"7,641,523","681,804"
21-0257,Centennial,3,2021,3/26/2021,False,East,45.516014831,-122.490337447,"7,691,970","680,510"
19-0413,Mt Tabor,12,2019,12/19/2019,False,East,45.516120341,-122.591583390,"7,666,027","681,204"
20-0239,Downtown,6,2020,6/11/2020,False,Central,45.516255378,-122.676630214,"7,644,236","681,829"
19-0277,Hazelwood,8,2019,8/29/2019,False,East,45.516332738,-122.524276591,"7,683,276","680,842"
20-0268,Downtown,6,2020,6/26/2020,False,Central,45.516403204,-122.674329398,"7,644,827","681,867"
20-0610,Sunnyside,9,2020,9/28/2020,False,East,45.516515318,-122.614521763,"7,660,153","681,501"
20-0010,Mill Park,1,2020,1/2/2020,True,East,45.516730494,-122.532361169,"7,681,208","681,039"
20-0128,Mill Park,4,2020,4/5/2020,False,East,45.516730494,-122.532361169,"7,681,208","681,039"
21-0229,Downtown,3,2021,3/16/2021,False,Central,45.516801141,-122.678668834,"7,643,719","682,042"
21-0236,Mill Park,3,2021,3/19/2021,False,East,45.516901668,-122.538185975,"7,679,717","681,139"
20-0043,Hazelwood,1,2020,1/24/2020,False,East,45.517096087,-122.520967137,"7,684,131","681,099"
20-0602,Buckman West,9,2020,9/25/2020,False,Central,45.517181658,-122.665070727,"7,647,207","682,087"
20-0469,Downtown,8,2020,8/15/2020,False,Central,45.517192325,-122.677282761,"7,644,078","682,175"
19-0238,Mt Tabor,8,2019,8/1/2019,True,East,45.517196316,-122.587634543,"7,667,049","681,570"
21-0029,Buckman East,1,2021,1/10/2021,False,Central,45.517244013,-122.653138607,"7,650,265","682,028"
20-0236,Hazelwood,6,2020,6/10/2020,True,East,45.517244036,-122.565258740,"7,672,783","681,440"
19-0068,Buckman West,3,2019,3/2/2019,False,Central,45.517277963,-122.662287855,"7,647,921","682,103"
20-0673,Centennial,10,2020,10/16/2020,False,East,45.517284989,-122.497141115,"7,690,238","681,016"
20-0695,Centennial,10,2020,10/23/2020,False,East,45.517284989,-122.497141115,"7,690,238","681,016"
20-0843,Centennial,12,2020,12/7/2020,True,East,45.517284989,-122.497141115,"7,690,238","681,016"
20-0852,Centennial,12,2020,12/7/2020,False,East,45.517284989,-122.497141115,"7,690,238","681,016"
21-0184,Centennial,3,2021,3/2/2021,False,East,45.517284989,-122.497141115,"7,690,238","681,016"
19-0245,Centennial,8,2019,8/7/2019,False,East,45.517286880,-122.498452427,"7,689,902","681,025"
19-0263,Centennial,8,2019,8/20/2019,False,East,45.517286880,-122.498452427,"7,689,902","681,025"
19-0292,Centennial,9,2019,9/4/2019,False,East,45.517286880,-122.498452427,"7,689,902","681,025"
20-0883,Centennial,12,2020,12/20/2020,False,East,45.517286880,-122.498452427,"7,689,902","681,025"
20-0927,Centennial,12,2020,12/23/2020,False,East,45.517286880,-122.498452427,"7,689,902","681,025"
20-0596,Centennial,9,2020,9/23/2020,False,East,45.517295636,-122.502519160,"7,688,860","681,054"
20-0649,Centennial,10,2020,10/2/2020,False,East,45.517383028,-122.484516028,"7,693,474","680,972"
20-0433,Centennial,8,2020,8/16/2020,False,East,45.517394848,-122.516298615,"7,685,330","681,178"
20-0734,Montavilla,11,2020,11/4/2020,True,East,45.517619567,-122.568480354,"7,671,961","681,598"
20-0477,Centennial,8,2020,8/27/2020,False,East,45.517738605,-122.486007514,"7,693,095","681,111"
20-0288,Centennial,7,2020,7/5/2020,False,East,45.517782382,-122.499145007,"7,689,729","681,210"
20-0300,Centennial,7,2020,7/7/2020,False,East,45.517782382,-122.499145007,"7,689,729","681,210"
21-0035,Centennial,1,2021,1/12/2021,False,East,45.517782382,-122.499145007,"7,689,729","681,210"
20-0699,Centennial,10,2020,10/24/2020,True,East,45.517783037,-122.496424952,"7,690,426","681,193"
20-0623,Buckman East,10,2020,10/3/2020,False,Central,45.517900444,-122.649584678,"7,651,182","682,243"
20-0004,Buckman West,1,2020,1/1/2020,False,Central,45.517978049,-122.659200107,"7,648,719","682,337"
20-0034,Hazelwood,1,2020,1/19/2020,False,East,45.518030307,-122.524938107,"7,683,122","681,465"
19-0274,Montavilla,8,2019,8/26/2019,False,East,45.518277240,-122.568371620,"7,671,995","681,837"
19-0051,Hazelwood,2,2019,2/16/2019,False,East,45.518279849,-122.561815237,"7,673,675","681,795"
20-0926,Hazelwood,12,2020,12/23/2020,False,East,45.518287004,-122.560804707,"7,673,934","681,791"
20-0451,Montavilla,8,2020,8/20/2020,False,East,45.518341528,-122.571351704,"7,671,232","681,880"
20-0509,Montavilla,9,2020,9/2/2020,False,East,45.518363115,-122.575021012,"7,670,292","681,912"
20-0525,Montavilla,9,2020,9/7/2020,False,East,45.518363115,-122.575021012,"7,670,292","681,912"
20-0217,Downtown,6,2020,6/1/2020,False,Central,45.518677602,-122.679981934,"7,643,401","682,735"
21-0242,Montavilla,3,2021,3/19/2021,False,East,45.518882697,-122.569182022,"7,671,793","682,063"
20-0286,Downtown,7,2020,7/4/2020,False,Central,45.518901254,-122.685107167,"7,642,090","682,852"
20-0378,Downtown,7,2020,7/29/2020,False,Central,45.518919532,-122.675179005,"7,644,634","682,790"
20-0656,Goose Hollow,10,2020,10/10/2020,False,Central,45.518941488,-122.693363283,"7,639,975","682,924"
19-0186,Mill Park,6,2019,6/17/2019,False,East,45.518944262,-122.544593345,"7,678,094","681,925"
19-0161,Hazelwood,5,2019,5/26/2019,True,East,45.518983152,-122.549340419,"7,676,878","681,970"
20-0164,Mill Park,4,2020,4/25/2020,False,East,45.518998641,-122.534264900,"7,680,741","681,878"
19-0253,Hazelwood,8,2019,8/10/2019,False,East,45.519021367,-122.537782029,"7,679,840","681,909"
20-0357,Hazelwood,7,2020,7/28/2020,True,East,45.519021367,-122.537782029,"7,679,840","681,909"
19-0268,Hazelwood,8,2019,8/23/2019,False,East,45.519027232,-122.529079267,"7,682,070","681,855"
19-0236,Hazelwood,7,2019,7/29/2019,False,East,45.519046327,-122.533895853,"7,680,836","681,893"
20-0237,Hazelwood,6,2020,6/11/2020,False,East,45.519066909,-122.517790264,"7,684,963","681,797"
19-0228,Hazelwood,7,2019,7/25/2019,True,East,45.519092919,-122.561302282,"7,673,814","682,088"
19-0359,Hazelwood,11,2019,11/8/2019,False,East,45.519093429,-122.533249695,"7,681,002","681,906"
20-0404,Hazelwood,8,2020,8/8/2020,False,East,45.519093429,-122.533249695,"7,681,002","681,906"
21-0093,Hazelwood,1,2021,1/27/2021,False,East,45.519093429,-122.533249695,"7,681,002","681,906"
20-0250,Hazelwood,6,2020,6/20/2020,False,East,45.519100632,-122.521022870,"7,684,135","681,830"
21-0157,Hazelwood,2,2021,2/24/2021,False,East,45.519100632,-122.521022870,"7,684,135","681,830"
20-0461,Montavilla,8,2020,8/25/2020,False,East,45.519103473,-122.567433841,"7,672,243","682,132"
19-0185,Centennial,6,2019,6/16/2019,True,East,45.519107376,-122.502145957,"7,688,972","681,712"
20-0688,Centennial,10,2020,10/21/2020,False,East,45.519108981,-122.500163470,"7,689,480","681,700"
19-0109,Centennial,4,2019,4/17/2019,False,East,45.519109188,-122.499363435,"7,689,685","681,695"
19-0035,Montavilla,2,2019,2/3/2019,False,East,45.519110604,-122.568561988,"7,671,954","682,142"
20-0275,Centennial,6,2020,6/30/2020,False,East,45.519110637,-122.510287002,"7,686,886","681,765"
19-0101,Centennial,4,2019,4/7/2019,False,East,45.519112281,-122.496819022,"7,690,337","681,680"
21-0037,Montavilla,1,2021,1/12/2021,True,East,45.519129478,-122.579068838,"7,669,262","682,218"
19-0175,Centennial,6,2019,6/10/2019,False,East,45.519150125,-122.499060470,"7,689,763","681,708"
20-0871,Centennial,12,2020,12/16/2020,True,East,45.519155361,-122.510710072,"7,686,778","681,784"
21-0105,Centennial,1,2021,1/31/2021,False,East,45.519155361,-122.510710072,"7,686,778","681,784"
19-0420,Glenfair,12,2019,12/27/2019,False,East,45.519197138,-122.509419771,"7,687,109","681,791"
19-0094,Mt Tabor,3,2019,3/28/2019,False,East,45.519221439,-122.608350756,"7,661,760","682,446"
20-0737,Goose Hollow,11,2020,11/7/2020,False,Central,45.519269918,-122.693118379,"7,640,041","683,042"
20-0144,Kerns,4,2020,4/12/2020,False,Central,45.519310685,-122.637082645,"7,654,399","682,672"
20-0377,Hazelwood,7,2020,7/29/2020,False,East,45.519366005,-122.537841230,"7,679,828","682,035"
20-0580,Buckman West,8,2020,8/24/2020,False,Central,45.519367104,-122.661785885,"7,648,070","682,861"
20-0500,Hazelwood,9,2020,9/1/2020,False,East,45.519419034,-122.518360861,"7,684,820","681,929"
19-0025,Hazelwood,1,2019,1/25/2019,True,East,45.519429729,-122.532539737,"7,681,187","682,024"
20-0022,Glenfair,1,2020,1/6/2020,False,East,45.519450063,-122.504835272,"7,688,286","681,854"
20-0018,Hazelwood,1,2020,1/7/2020,False,East,45.519565876,-122.515778594,"7,685,483","681,966"
20-0068,Hazelwood,2,2020,2/8/2020,False,East,45.519565876,-122.515778594,"7,685,483","681,966"
20-0540,Hazelwood,9,2020,9/10/2020,False,East,45.519566428,-122.515903499,"7,685,451","681,967"
19-0193,Hazelwood,6,2019,6/22/2019,False,East,45.519753888,-122.539947016,"7,679,292","682,190"
19-0020,Hazelwood,1,2019,1/21/2019,False,East,45.520047630,-122.555638883,"7,675,274","682,399"
20-0453,Glenfair,8,2020,8/23/2020,True,East,45.520064113,-122.501559160,"7,689,131","682,057"
21-0118,Laurelhurst,1,2021,1/28/2021,False,Central,45.520284501,-122.625851663,"7,657,286","682,951"
19-0423,Hazelwood,12,2019,12/28/2019,False,East,45.520307797,-122.532532140,"7,681,197","682,344"
19-0345,Laurelhurst,10,2019,10/27/2019,False,Central,45.520327861,-122.626473844,"7,657,127","682,971"
20-0059,Hazelwood,2,2020,2/2/2020,False,East,45.520434763,-122.541001812,"7,679,028","682,445"
19-0018,Hazelwood,1,2019,1/16/2019,False,East,45.520444295,-122.539074180,"7,679,522","682,436"
21-0074,Hazelwood,1,2021,1/23/2021,False,East,45.520582320,-122.553968323,"7,675,707","682,583"
20-0036,Old Town/Chinatown,1,2020,1/19/2020,False,Central,45.520654260,-122.673110538,"7,645,181","683,408"
21-0012,Hazelwood,1,2021,1/1/2021,True,East,45.520654412,-122.513311660,"7,686,125","682,347"
20-0163,Hazelwood,4,2020,4/25/2020,False,East,45.520720065,-122.530938947,"7,681,609","682,484"
20-0478,Hazelwood,8,2020,8/27/2020,False,East,45.520764668,-122.563696865,"7,673,216","682,713"
19-0250,Hazelwood,8,2019,8/9/2019,False,East,45.521025272,-122.561711980,"7,673,727","682,795"
19-0418,Hazelwood,12,2019,12/26/2019,False,East,45.521042769,-122.539052741,"7,679,533","682,654"
20-0179,Hazelwood,5,2020,5/6/2020,True,East,45.521042769,-122.539052741,"7,679,533","682,654"
20-0242,Hazelwood,6,2020,6/14/2020,False,East,45.521042769,-122.539052741,"7,679,533","682,654"
20-0121,Hazelwood,4,2020,4/1/2020,False,East,45.521079756,-122.540369322,"7,679,196","682,676"
19-0424,Hazelwood,12,2019,12/30/2019,False,East,45.521130576,-122.539051991,"7,679,534","682,686"
20-0008,Glenfair,1,2020,1/1/2020,False,East,45.521145983,-122.501663643,"7,689,114","682,452"
19-0301,Hazelwood,9,2019,9/14/2019,True,East,45.521291062,-122.513303012,"7,686,133","682,579"
21-0051,Hazelwood,1,2021,1/13/2021,False,East,45.521291062,-122.513303012,"7,686,133","682,579"
20-0247,Hazelwood,6,2020,6/18/2020,False,East,45.521383774,-122.558395847,"7,674,580","682,904"
21-0084,Hazelwood,1,2021,1/28/2021,False,East,45.521386876,-122.530931575,"7,681,617","682,727"
21-0263,Hazelwood,3,2021,3/27/2021,False,East,45.521386876,-122.530931575,"7,681,617","682,727"
19-0180,Glenfair,6,2019,6/12/2019,False,East,45.521390517,-122.498963720,"7,689,808","682,524"
20-0134,Glenfair,4,2020,4/7/2020,False,East,45.521390517,-122.498963720,"7,689,808","682,524"
20-0180,Glenfair,5,2020,5/7/2020,False,East,45.521390517,-122.498963720,"7,689,808","682,524"
19-0369,Old Town/Chinatown,11,2019,11/16/2019,True,Central,45.521588559,-122.673759072,"7,645,024","683,753"
20-0723,Downtown,11,2020,11/1/2020,False,Central,45.521692356,-122.678419374,"7,643,831","683,823"
20-0085,Hazelwood,2,2020,2/18/2020,True,East,45.521718826,-122.540997231,"7,679,041","682,913"
20-0260,Downtown,6,2020,6/24/2020,False,Central,45.521743723,-122.677156758,"7,644,155","683,833"
20-0439,Buckman West,8,2020,8/18/2020,False,Central,45.521837719,-122.653679691,"7,650,171","683,706"
20-0302,Hazelwood,7,2020,7/7/2020,True,East,45.521927225,-122.513165552,"7,686,174","682,810"
21-0173,Hazelwood,2,2021,2/27/2021,False,East,45.521963512,-122.518447406,"7,684,821","682,857"
20-0551,Glenfair,9,2020,9/13/2020,False,East,45.522079547,-122.499413388,"7,689,699","682,778"
21-0159,Glenfair,2,2021,2/25/2021,False,East,45.522079547,-122.499413388,"7,689,699","682,778"
21-0255,Hazelwood,3,2021,3/25/2021,False,East,45.522081126,-122.532630745,"7,681,188","682,991"
20-0635,Glenfair,10,2020,10/1/2020,False,East,45.522093337,-122.501142835,"7,689,256","682,794"
21-0162,Buckman East,2,2021,2/25/2021,False,Central,45.522160254,-122.643473772,"7,652,789","683,754"
20-0182,Hazelwood,5,2020,5/7/2020,False,East,45.522174914,-122.563541266,"7,673,269","683,226"
20-0178,Buckman East,5,2020,5/5/2020,True,Central,45.522189929,-122.652600198,"7,650,451","683,827"
19-0211,Hazelwood,7,2019,7/12/2019,False,East,45.522214940,-122.515376974,"7,685,610","682,929"
20-0595,Hazelwood,9,2020,9/23/2020,False,East,45.522238973,-122.513223439,"7,686,162","682,924"
21-0261,Hazelwood,3,2021,3/27/2021,False,East,45.522344945,-122.532140617,"7,681,316","683,084"
21-0077,Hazelwood,1,2021,1/25/2021,True,East,45.522360800,-122.537133005,"7,680,037","683,122"
20-0344,Hazelwood,7,2020,7/24/2020,True,East,45.522366663,-122.538194808,"7,679,765","683,131"
21-0095,Hazelwood,1,2021,1/30/2021,False,East,45.522389842,-122.513224886,"7,686,163","682,979"
19-0252,Hazelwood,8,2019,8/10/2019,False,East,45.522424882,-122.546033966,"7,677,757","683,203"
20-0791,Hazelwood,11,2020,11/23/2020,False,East,45.522511695,-122.555006047,"7,675,459","683,293"
21-0101,Hazelwood,2,2021,2/1/2021,True,East,45.522511695,-122.555006047,"7,675,459","683,293"
19-0302,Downtown,9,2019,9/14/2019,False,Central,45.522516987,-122.680074703,"7,643,415","684,135"
21-0172,Hazelwood,2,2021,2/28/2021,False,East,45.522518261,-122.523095969,"7,683,635","683,089"
20-0841,Hazelwood,12,2020,12/7/2020,False,East,45.522535886,-122.528010361,"7,682,376","683,127"
20-0076,Buckman East,2,2020,2/12/2020,False,Central,45.522547885,-122.652531804,"7,650,472","683,957"
20-0821,Buckman East,11,2020,11/24/2020,False,Central,45.522547885,-122.652531804,"7,650,472","683,957"
20-0218,Old Town/Chinatown,6,2020,6/1/2020,False,Central,45.522556237,-122.670755609,"7,645,803","684,085"
20-0569,Hazelwood,9,2020,9/16/2020,False,East,45.522585530,-122.537765536,"7,679,877","683,208"
19-0023,Downtown,1,2019,1/24/2019,True,Central,45.522616671,-122.678435322,"7,643,836","684,160"
20-0863,Downtown,12,2020,12/11/2020,False,Central,45.522616671,-122.678435322,"7,643,836","684,160"
19-0326,Hazelwood,10,2019,10/8/2019,False,East,45.522640397,-122.564967154,"7,672,908","683,405"
20-0639,Hazelwood,10,2020,10/8/2020,False,East,45.522645084,-122.546763945,"7,677,572","683,288"
20-0257,Mt Tabor,6,2020,6/23/2020,False,East,45.522853333,-122.613165360,"7,660,561","683,802"
20-0052,Downtown,1,2020,1/31/2020,False,Central,45.522945960,-122.680602485,"7,643,284","684,295"
20-0356,Downtown,7,2020,7/28/2020,False,Central,45.522945960,-122.680602485,"7,643,284","684,295"
20-0757,Northwest,11,2020,11/5/2020,False,Central,45.522967866,-122.688397896,"7,641,287","684,357"
20-0549,Pearl,9,2020,9/12/2020,False,Central,45.523042104,-122.677413411,"7,644,102","684,308"
19-0243,NONE,8,2019,8/5/2019,False,Central,45.523074382,-122.669179040,"7,646,212","684,263"
19-0333,Glenfair,10,2019,10/15/2019,False,East,45.523234170,-122.505261606,"7,688,211","683,236"
21-0023,Pearl,1,2021,1/5/2021,False,Central,45.523280314,-122.684233554,"7,642,357","684,442"
20-0364,Hazelwood,7,2020,7/31/2020,True,East,45.523442101,-122.541133334,"7,679,022","683,542"
20-0660,Glenfair,10,2020,10/13/2020,False,East,45.523693320,-122.499064307,"7,689,803","683,364"
19-0069,Pearl,3,2019,3/9/2019,False,Central,45.523706948,-122.680116492,"7,643,416","684,569"
19-0135,Old Town/Chinatown,5,2019,5/5/2019,False,Central,45.523812107,-122.674421875,"7,644,876","684,568"
20-0519,Old Town/Chinatown,9,2020,9/4/2020,False,Central,45.523813446,-122.671884857,"7,645,526","684,551"
19-0264,Old Town/Chinatown,8,2019,8/21/2019,False,Central,45.523828551,-122.673407676,"7,645,136","684,567"
20-0127,North Tabor,4,2020,4/3/2020,False,East,45.523837445,-122.600942350,"7,663,702","684,079"
20-0091,Old Town/Chinatown,2,2020,2/24/2020,True,Central,45.523838903,-122.670828068,"7,645,797","684,553"
21-0016,Northwest,1,2021,1/2/2021,False,Central,45.523995298,-122.691353201,"7,640,540","684,752"
20-0669,Hazelwood,10,2020,10/16/2020,False,East,45.524047299,-122.539187963,"7,679,526","683,750"
20-0582,Montavilla,9,2020,9/18/2020,False,East,45.524187942,-122.568313728,"7,672,065","683,991"
20-0729,Montavilla,9,2020,9/18/2020,False,East,45.524187942,-122.568313728,"7,672,065","683,991"
19-0099,Montavilla,4,2019,4/4/2019,False,East,45.524351682,-122.586875023,"7,667,311","684,173"
20-0527,Hazelwood,9,2020,9/7/2020,False,East,45.524434226,-122.520857544,"7,684,226","683,773"
19-0347,Old Town/Chinatown,10,2019,10/28/2019,False,Central,45.524489361,-122.676473590,"7,644,357","684,829"
20-0604,Hazelwood,9,2020,9/26/2020,False,East,45.524537202,-122.543116430,"7,678,524","683,954"
20-0594,Montavilla,9,2020,9/22/2020,False,East,45.524537548,-122.577526083,"7,669,708","684,179"
19-0304,Montavilla,9,2019,9/16/2019,True,East,45.524884186,-122.578990734,"7,669,336","684,315"
21-0150,Montavilla,2,2021,2/21/2021,False,East,45.524946039,-122.571768293,"7,671,187","684,290"
20-0336,Glenfair,7,2020,7/21/2020,False,East,45.524971747,-122.499382532,"7,689,733","683,832"
20-0355,North Tabor,7,2020,7/27/2020,False,East,45.524986877,-122.603799071,"7,662,981","684,517"
20-0438,Kerns,8,2020,8/18/2020,False,Central,45.525066931,-122.659676573,"7,648,666","684,924"
19-0275,Montavilla,8,2019,8/27/2019,False,East,45.525072131,-122.583458919,"7,668,193","684,413"
19-0280,Montavilla,8,2019,8/31/2019,False,East,45.525072131,-122.583458919,"7,668,193","684,413"
20-0887,Montavilla,12,2020,12/21/2020,False,East,45.525111616,-122.588991148,"7,666,776","684,464"
19-0234,Old Town/Chinatown,7,2019,7/28/2019,False,Central,45.525233643,-122.677013452,"7,644,226","685,104"
19-0103,Old Town/Chinatown,4,2019,4/7/2019,False,Central,45.525278738,-122.672456144,"7,645,394","685,089"
20-0624,Old Town/Chinatown,10,2020,10/2/2020,True,Central,45.525292276,-122.671449615,"7,645,652","685,087"
19-0170,Hazelwood,6,2019,6/3/2019,False,East,45.525338405,-122.511229577,"7,686,701","684,041"
20-0017,Pearl,1,2020,1/7/2020,True,Central,45.525864765,-122.679180581,"7,643,677","685,349"
20-0271,Pearl,6,2020,6/27/2020,True,Central,45.525893079,-122.677542268,"7,644,097","685,348"
20-0215,Pearl,5,2020,5/29/2020,True,Central,45.525927262,-122.678054916,"7,643,966","685,364"
19-0261,Old Town/Chinatown,8,2019,8/16/2019,False,Central,45.525931496,-122.675514008,"7,644,617","685,348"
